age,workclass,education_num,marital_status,occupation,relationship,race,gender,capital_gain,capital_loss,hours_per_week,native_country,income_per_anum
27, Private,10, Never-married, Other-service, Own-child, White, Male,0,0,40, United-States,0
44, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,70, United-States,1
52, Private,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,40, United-States,0
48, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,35, United-States,0
28, Private,5, Divorced, Prof-specialty, Not-in-family, Black, Female,0,0,40, United-States,0
39, Private,15, Married-civ-spouse, Sales, Husband, White, Male,0,2415,99, United-States,1
56, Private,6, Separated, Other-service, Unmarried, White, Female,0,0,32, United-States,0
23, Self-emp-inc,11, Never-married, Craft-repair, Not-in-family, White, Male,0,0,50, United-States,0
36, Private,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
40, State-gov,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,72, United-States,0
44, Self-emp-not-inc,8, Married-civ-spouse, Handlers-cleaners, Husband, Black, Male,0,0,40, United-States,1
53, Private,3, Married-civ-spouse, Craft-repair, Husband, Other, Male,5178,0,40, Puerto-Rico,1
74, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,6767,0,6, United-States,0
47, Self-emp-not-inc,4, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, Puerto-Rico,0
40, Private,9, Widowed, Machine-op-inspct, Unmarried, Black, Female,0,0,37, United-States,0
47, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,1
48, Private,9, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,8, United-States,0
44, Private,13, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,40, United-States,1
44, Local-gov,10, Widowed, Adm-clerical, Unmarried, White, Female,0,0,15, United-States,0
53, Self-emp-not-inc,9, Married-civ-spouse, Exec-managerial, Husband, Black, Male,0,0,45, United-States,1
52, Private,10, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,60, United-States,0
52, Self-emp-not-inc,9, Widowed, Other-service, Other-relative, Black, Female,0,0,40, United-States,0
41, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,55, United-States,1
51, Self-emp-not-inc,12, Divorced, Transport-moving, Unmarried, Black, Female,0,0,30, United-States,0
60, Private,10, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
19, Private,8, Never-married, Handlers-cleaners, Own-child, Amer-Indian-Eskimo, Male,0,0,20, United-States,0
23, Self-emp-not-inc,9, Divorced, Other-service, Unmarried, White, Female,0,0,50, United-States,0
34, Local-gov,13, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,46, United-States,1
47, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,0
47, State-gov,12, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1740,40, United-States,0
22, Private,9, Never-married, Sales, Not-in-family, White, Female,0,0,30, United-States,0
52, Private,14, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States,0
21, Private,9, Married-civ-spouse, Prof-specialty, Wife, Black, Female,0,0,30, United-States,0
27, Private,10, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
61, Private,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,40, United-States,0
33, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
45, Self-emp-not-inc,10, Married-civ-spouse, Other-service, Wife, White, Female,0,0,99, United-States,0
50, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
66, State-gov,10, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,55, United-States,0
47, Local-gov,11, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States,0
31, Private,10, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,0
55, Private,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,20, United-States,0
55, Private,6, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
69, Private,8, Married-civ-spouse, Transport-moving, Husband, White, Male,9386,0,60, United-States,1
23, State-gov,13, Never-married, Prof-specialty, Own-child, White, Female,0,0,20, United-States,0
61, Private,4, Widowed, Other-service, Not-in-family, Black, Female,0,0,21, United-States,0
31, State-gov,10, Never-married, Other-service, Own-child, White, Female,0,0,65, United-States,0
40, Private,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,0,40, United-States,0
42, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,1
60, Local-gov,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,1
46, Private,13, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,25, United-States,0
38, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,1
65, Private,5, Widowed, Sales, Not-in-family, White, Female,0,0,40, United-States,0
33, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,60, United-States,1
25, Private,10, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,30, United-States,0
43, Private,9, Separated, Handlers-cleaners, Unmarried, Black, Female,0,0,45, United-States,0
30, Private,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,60, United-States,1
50, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,40, United-States,0
52, Private,9, Separated, Craft-repair, Own-child, Black, Female,0,0,40, United-States,0
30, Local-gov,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,0,40, United-States,1
34, Self-emp-not-inc,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
34, Self-emp-not-inc,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,50, United-States,0
22, Federal-gov,9, Never-married, Adm-clerical, Other-relative, White, Male,0,0,40, United-States,0
68, Private,5, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,2, United-States,0
17, Private,7, Never-married, Adm-clerical, Own-child, White, Female,0,0,15, United-States,0
51, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,0
31, Private,12, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,1
51, Private,9, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,46, United-States,1
55, Private,6, Widowed, Transport-moving, Not-in-family, Black, Female,0,0,35, United-States,0
47, Private,9, Separated, Adm-clerical, Unmarried, White, Female,0,0,40, United-States,0
29, Private,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,50, United-States,0
43, Local-gov,11, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,22, United-States,0
43, Self-emp-not-inc,13, Divorced, Sales, Unmarried, White, Male,0,0,45, United-States,0
38, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
41, State-gov,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
42, Private,9, Divorced, Adm-clerical, Unmarried, White, Female,0,0,35, United-States,0
49, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States,0
35, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,32, United-States,0
60, Private,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,50, United-States,1
36, Private,9, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,1
39, Private,10, Separated, Prof-specialty, Unmarried, White, Female,0,0,40, United-States,0
25, Private,10, Never-married, Other-service, Not-in-family, White, Female,0,0,40, United-States,0
37, Private,6, Married-civ-spouse, Transport-moving, Husband, White, Male,0,0,35, United-States,0
36, Private,9, Divorced, Handlers-cleaners, Unmarried, White, Female,0,0,37, United-States,0
52, Private,7, Divorced, Other-service, Unmarried, White, Female,0,0,20, United-States,0
76, Local-gov,10, Widowed, Adm-clerical, Not-in-family, White, Female,0,0,30, United-States,0
42, Private,9, Divorced, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
57, Private,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,45, United-States,0
68, State-gov,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,2377,60, United-States,1
34, Private,10, Separated, Exec-managerial, Unmarried, White, Female,0,0,40, United-States,0
19, Private,9, Never-married, Machine-op-inspct, Unmarried, White, Male,0,0,30, United-States,0
31, Private,9, Married-civ-spouse, Other-service, Husband, White, Male,0,0,35, United-States,0
41, Self-emp-not-inc,11, Divorced, Sales, Not-in-family, White, Male,0,0,60, United-States,0
43, Private,9, Divorced, Other-service, Not-in-family, Black, Female,0,1762,35, United-States,0
32, Private,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
23, Private,10, Never-married, Farming-fishing, Unmarried, White, Male,0,0,45, United-States,0
40, Private,9, Divorced, Craft-repair, Unmarried, White, Male,0,0,40, United-States,0
31, Private,10, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,10, United-States,0
49, State-gov,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,45, United-States,1
19, Private,10, Never-married, Sales, Other-relative, White, Male,0,0,40, United-States,0
42, Local-gov,4, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
64, Self-emp-not-inc,9, Widowed, Other-service, Other-relative, White, Female,0,0,40, United-States,0
23, Private,10, Never-married, Other-service, Unmarried, White, Male,0,0,35, Mexico,0
42, Private,13, Married-civ-spouse, Craft-repair, Wife, Black, Female,0,0,35, United-States,1
22, Private,9, Never-married, Craft-repair, Unmarried, White, Female,0,0,36, Mexico,0
47, Private,2, Married-spouse-absent, Farming-fishing, Not-in-family, White, Male,0,0,12, Mexico,0
59, Self-emp-inc,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, England,1
50, Self-emp-not-inc,10, Married-civ-spouse, Farming-fishing, Husband, White, Male,7688,0,40, United-States,1
60, Private,9, Widowed, Handlers-cleaners, Not-in-family, White, Female,0,0,40, United-States,0
39, Self-emp-not-inc,5, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,0
40, Private,10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,43, United-States,0
29, Private,9, Married-civ-spouse, Other-service, Wife, White, Female,0,0,40, United-States,0
56, Private,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,0,48, United-States,0
44, Private,5, Divorced, Craft-repair, Not-in-family, White, Male,0,0,40, United-States,0
33, Private,12, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,50, United-States,0
73, Private,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,1173,0,75, United-States,0
35, Private,14, Married-civ-spouse, Sales, Husband, White, Male,0,0,55, United-States,1
43, Private,10, Divorced, Craft-repair, Unmarried, White, Male,0,0,42, United-States,0
27, Private,7, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States,0
43, Private,10, Divorced, Exec-managerial, Unmarried, White, Female,0,0,45, Iran,0
61, Self-emp-not-inc,9, Widowed, Adm-clerical, Unmarried, White, Female,0,0,20, United-States,0
41, Private,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States,0
56, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,2885,0,45, United-States,0
53, Private,3, Married-civ-spouse, Priv-house-serv, Wife, Black, Female,0,0,10, Haiti,0
28, Private,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States,0
23, Private,9, Separated, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States,0
50, Self-emp-inc,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,50, United-States,1
31, Private,2, Never-married, Other-service, Other-relative, White, Female,0,0,25, El-Salvador,0
36, Private,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States,0
37, Self-emp-not-inc,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,35, United-States,0
28, State-gov,9, Married-civ-spouse, Adm-clerical, Own-child, White, Female,0,0,40, United-States,0
29, Private,6, Never-married, Other-service, Own-child, Black, Female,0,0,32, United-States,0
35, Federal-gov,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,7298,0,40, United-States,1
41, Private,7, Widowed, Prof-specialty, Other-relative, Black, Female,0,0,40, United-States,0
23, Private,9, Separated, Machine-op-inspct, Unmarried, White, Female,0,0,48, United-States,0
41, Private,2, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, Mexico,0
69, Private,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,25, United-States,0
21, Private,9, Never-married, Farming-fishing, Other-relative, White, Male,0,0,50, United-States,0
43, Local-gov,13, Married-civ-spouse, Protective-serv, Husband, White, Male,0,0,55, United-States,1
45, Private,11, Divorced, Adm-clerical, Unmarried, Black, Female,0,0,40, United-States,0
22, Private,9, Never-married, Adm-clerical, Own-child, White, Female,0,0,20, United-States,0
57, Self-emp-not-inc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
18, Private,7, Never-married, Handlers-cleaners, Own-child, White, Male,0,0,24, United-States,0
61, Private,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
37, Federal-gov,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States,1
35, Private,10, Never-married, Adm-clerical, Unmarried, Black, Male,0,0,40, United-States,0
33, Private,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,0,40, United-States,0
23, Private,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,16, United-States,0
42, Private,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,4386,0,48, United-States,1
26, Private,9, Divorced, Sales, Unmarried, White, Female,0,0,30, United-States,0
43, Private,13, Married-civ-spouse, Sales, Husband, White, Male,0,0,50, United-States,0
46, Federal-gov,14, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
23, Private,10, Never-married, Other-service, Unmarried, White, Female,0,0,48, El-Salvador,0
49, Self-emp-not-inc,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,15024,0,65, United-States,1
32, Private,11, Married-civ-spouse, Prof-specialty, Wife, White, Female,0,0,40, United-States,1
46, Local-gov,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,1
26, Local-gov,13, Never-married, Prof-specialty, Own-child, Black, Female,0,0,35, United-States,0
23, Private,13, Never-married, Other-service, Not-in-family, White, Male,0,0,66, Ecuador,0
27, Private,13, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,0,50, United-States,0
28, Private,16, Never-married, Adm-clerical, Own-child, White, Male,0,0,18, United-States,0
59, Private,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,0,50, Guatemala,0
63, Self-emp-not-inc,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,0,40, United-States,1
37, Private,13, Married-civ-spouse, Exec-managerial, Other-relative, White, Male,3411,0,47, United-States,0
65, Private,7, Widowed, Other-service, Unmarried, Other, Male,0,0,40, United-States,0
41, Private,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States,1
57, Private,14, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States,0
